###Total Requests###,,,,,,,,,,
Type,Requests,% of Total,,,,,,,,
Blocked,0,0,,,,,,,,
Allowed,"3,130,922",100,,,,,,,,
,,,,,,,,,,
###Top 10 Users by Allowed Requests###,,,,,,,,,,
User,Requests,% of Total,,,,,,,,
10.8.8.169,"617,886",39.03,,,,,,,,
user1 ,"218,251",13.79,,,,,,,,
10.8.7.2,"172,290",10.88,,,,,,,,
10.8.8.245,"138,775",8.77,,,,,,,,
10.8.168.10,"136,952",8.65,,,,,,,,
10.8.8.50,"101,267",6.4,,,,,,,,
10.8.8.155,"53,147",3.36,,,,,,,,
10.8.8.152,"51,752",3.27,,,,,,,,
10.8.8.128,"48,175",3.04,,,,,,,,
10.8.8.97,"44,751",2.83,,,,,,,,
,,,,,,,,,,
###Top 10 Users by Blocked Requests###,,,,,,,,,,
No matching log data for this report,,,,,,,,,,
,,,,,,,,,,
###Requests Summary###,,,,,,,,,,
Time Stamp,Allowed Request,Blocked Request,,,,,,,,
1676106000,0,0,130862,0,64798891,469551825,74638740,52808109,59614,0
1676109600,0,0,160134,0,64927657,249261491,32407458,3691586,97863,0
1676113200,0,0,141995,0,64898042,244326291,30178430,23405367,55296057,0
1676116800,0,0,138951,0,65050232,166480577,32557622,23604921,20166898,0
1676120400,0,0,138452,0,64937651,239006090,29884669,42758957,7734583,0
1676124000,0,0,142230,0,64945792,226907512,48451976,6754220,1661560,0
1676127600,0,0,200280,0,64944157,242515135,114616895,22955769,4786094,0
1676131200,0,0,198678,0,64980877,430253447,25490958,23420739,1222604,0
1676134800,0,0,141496,0,64920821,305349892,33324132,7619032,88892,0
1676138400,0,0,138951,0,64954404,249765966,44875718,23001258,73804,0
1676142000,0,0,199571,0,64916717,488041617,58284547,27210983,132031,0
1676145600,0,0,198678,0,64947078,254320235,40021327,45471114,10887507,0
1676149200,0,0,198678,0,65000874,216450542,33768233,7747565,3959938,0
1676152800,0,0,195558,0,65012157,286767577,33078460,4123560,5567673,0
1676156400,0,0,138951,0,64818239,250187145,25445648,23497910,173322,0
1676160000,0,0,144955,0,65062005,362737383,28155085,42092217,5796838,0
1676163600,0,0,194665,0,64027398,250919530,25518790,4971804,597190,0
1676167200,0,0,198099,0,64757200,259791870,49264466,45722520,113556,0
1676170800,0,612861692,141995,0,64386637,246033972,53381337,23152492,8917999,0
1676174400,0,898342,160174,0,64982550,298794432,77820346,75782679,7621506,0
1676178000,0,0,198558,0,64893439,254981611,53826172,24533517,13195900,0
1676181600,0,0,138452,169613907,64868332,247075747,1870918627,23419306,2975026,0
1676185200,0,0,139498,566033350,64955106,250549482,29529586,23491981,109312,0
1676188800,0,0,138951,7884248,66447802,360119346,30630803,26284668,45571989,0
1676192400,0,0,160134,1260375731,65016379,244271704,56147934,7450134,618948,0
1676196000,0,0,198179,156612,64973573,263130410,30590661,23566443,174389,0
1676199600,0,0,141911,5615,64991929,251440134,25979996,4151458,18194560,0
1676203200,0,0,171065,264855,65050927,216316814,28427268,23364952,7805534,0
1676206800,0,0,194166,4693099,64926198,120753048,29337019,43254401,7115739,0
1676210400,0,0,195179,200379,64950763,237422922,45281411,26778649,227799,0
1676214000,0,0,198689,177823,64928545,320743300,29879139,4120696,144952,0
1676217600,0,0,138951,172227,65139803,476452888,42562383,26150005,28904926,0
1676221200,0,0,138452,286842,65890734,235108752,39865978,6832873,1559862,0
1676224800,0,0,141496,234279,64994254,247382455,35471376,24475111,51613,0
1676228400,0,0,160134,206546,65399334,263713129,26168834,23624500,17632,0
1676232000,0,0,184006,259275,65151933,135159035,32390432,6953652,4890256,0
1676235600,0,0,194126,243495,64972186,364205115,29254164,42329691,3482948,0
1676239200,0,0,154563,189137,64895490,251783262,25345091,4401090,3306459,0
1676242800,0,0,183966,228369,64935458,297285736,25207592,26547273,3468650,0
1676246400,0,276849647,145035,211430,65066766,381026926,32580052,23039234,85414,0
1676250000,42084010,55500315,111709,251997,65204045,232672489,36449922,23297143,113743454,6609985955
1676253600,99739887,128698895,195179,169937,64516853,247859893,35983424,7820603,42599023,5388537081
1676257200,281313685,706281902,141416,185442,64671987,269781773,31628539,23555098,58375072,479597913
1676260800,77207164,281006010,145115,253441,65252772,300303657,118062062,95178130,21701392,3583003875
1676264400,20197570,89837592,96643,228615,65479036,253180195,29933152,3982715,46978854,5660646
1676268000,44431518,109207,163134,192298,65581958,235650556,28408247,4567752,76901153,98535356
1676271600,39433279,546395019,145083,823106183,65387514,226977848,30054460,23036442,44776917,41804219
1676275200,461780186,6254080115,221242,372265,65153091,44117875,35199080,21060254,188405048,754676
1676278800,348582566,1486239,162163,284343,65198127,0,24864415,0,74036723,106278
1676282400,951559,118027086,141995,2483530,65598288,0,32935507,0,79155128,0
1676286000,0,0,127319,151739,65960690,0,30229679,0,754364544,0
1676289600,0,0,194351,240049,66022203,0,47597984,0,11417636,0
1676293200,0,0,133823,100084177,65756674,0,33180365,0,23435,0
1676296800,0,0,160218,121410,65002646,0,33226906,175342836,61411,0
1676300400,0,0,127204,274349,64938321,0,29877194,23523353,40665540,0
,,,,,,,,,,
###Top 10 Categories and Sites by Bandwidth###,,,,,,,,,,
Category,Website,,% of Subtotal,,,,,,,
Information Technology,fortinet-ca2.fortinet.com,82112364082,23.08%,,,,,,,
Information Technology,fortinet.egnyte.com,21805950526,6.13%,,,,,,,
Information Technology,exch-cas.fortinet.com,17701054745,4.98%,,,,,,,
Information Technology,globalupdate.fortinet.net,13776046653,3.87%,,,,,,,
Information Technology,cdn.17app.co,13128731985,3.69%,,,,,,,
Streaming Media and Download,live-ak.vimeocdn.com,15523687464,55.17%,,,,,,,
Streaming Media and Download,iosapps.itunes.apple.com,3049199992,10.84%,,,,,,,
Streaming Media and Download,rr5---sn-i3belnl6.googlevideo.com,925677103,3.29%,,,,,,,
Streaming Media and Download,live.vimeocdn.com,522076784,1.86%,,,,,,,
Streaming Media and Download,www.youtube.com,456982856,1.62%,,,,,,,
Search Engines and Portals,www.google.com,12653386470,73.47%,,,,,,,
Search Engines and Portals,edgecast-cf-prod.yahoo.net,549204282,3.19%,,,,,,,
Search Engines and Portals,assets.msn.com,535043696,3.11%,,,,,,,
Search Engines and Portals,www.gstatic.com,485911216,2.82%,,,,,,,
Search Engines and Portals,www.bing.com,275331213,1.60%,,,,,,,
Content Servers,statics.teams.cdn.office.net,3420895303,24.95%,,,,,,,
Content Servers,dms.licdn.com,2520562683,18.39%,,,,,,,
Content Servers,nbalpng.akamaized.net,2171634411,15.84%,,,,,,,
Content Servers,img-prod-cms-rt-microsoft-com.akamaized.net,827549560,6.04%,,,,,,,
Content Servers,assets-17app.akamaized.net,535827487,3.91%,,,,,,,
Social Networking,scontent-hkt1-2.xx.fbcdn.net,4462171057,37.91%,,,,,,,
Social Networking,scontent-hkt1-2.cdninstagram.com,2341380941,19.89%,,,,,,,
Social Networking,scontent-hkt1-1.xx.fbcdn.net,1699496511,14.44%,,,,,,,
Social Networking,scontent-hkt1-1.cdninstagram.com,1071217960,9.10%,,,,,,,
Social Networking,video-hkt1-2.xx.fbcdn.net,374187000,3.18%,,,,,,,
Instant Messaging,media-hkg4-2.cdn.whatsapp.net,3793569724,40.29%,,,,,,,
Instant Messaging,media-hkg4-1.cdn.whatsapp.net,3737726590,39.70%,,,,,,,
Instant Messaging,mmg.whatsapp.net,251247655,2.67%,,,,,,,
Instant Messaging,media-hkt1-2.cdn.whatsapp.net,235362929,2.50%,,,,,,,
Instant Messaging,updates2.signal.org,230296092,2.45%,,,,,,,
Business,api-su2.highspot.com,2864360766,30.91%,,,,,,,
Business,media.licdn.com,1200172053,12.95%,,,,,,,
Business,media.proadscdn.com,582152068,6.28%,,,,,,,
Business,fortinet.highspot.com,428984015,4.63%,,,,,,,
Business,static.licdn.com,424683682,4.58%,,,,,,,
File Sharing and Storage,oneclient.sfx.ms,3370405505,47.34%,,,,,,,
File Sharing and Storage,as1a-zip.samsungcloud.com,1113148365,15.64%,,,,,,,
File Sharing and Storage,gateway.icloud.com,784092275,11.01%,,,,,,,
File Sharing and Storage,drive.google.com,523730495,7.36%,,,,,,,
File Sharing and Storage,edge.dropboxstatic.com,281656560,3.96%,,,,,,,
Web-based Applications,usc-powerpoint.officeapps.live.com,1041266192,27.13%,,,,,,,
Web-based Applications,usc-excel.officeapps.live.com,588170077,15.33%,,,,,,,
Web-based Applications,roaming.officeapps.live.com,576264870,15.02%,,,,,,,
Web-based Applications,docs.google.com,434312287,11.32%,,,,,,,
Web-based Applications,pptsgs.officeapps.live.com,294434656,7.67%,,,,,,,
Education,ftp.sjtu.edu.cn,1722097193,73.42%,,,,,,,
Education,dash-enc-c.udemycdn.com,183597768,7.83%,,,,,,,
Education,www.hkib.org,119170625,5.08%,,,,,,,
Education,kali.cs.nctu.edu.tw,66660027,2.84%,,,,,,,
Education,home.pearsonvue.com,34749738,1.48%,,,,,,,
,,,,,,,,,,
###Top 5 Most Blocked Users and Visited Categories###,,,,,,,,,,
No matching log data for this report,,,,,,,,,,
,,,,,,,,,,
###Top 5 Most Blocked Users over Time###,,,,,,,,,,
No matching log data for this report,,,,,,,,,,
,,,,,,,,,,
###Top 3 Most Blocked Categories by Sites###,,,,,,,,,,
No matching log data for this report,,,,,,,,,,
,,,,,,,,,,
Web Usage Request Count, 3.13 M,,,,,,,,,
Web Usage Application Count,240,,,,,,,,,
Web Usage Category Count,66,,,,,,,,,
Web Usage User Count,202,,,,,,,,,
web Usage Total Malicious Websites Count,6,,,,,,,,,
